"","set","composer","albumID","pieceID","key","chroma","mode","pitchHeight","arPerf","rms","participant","valence","arousal","condition","expID"
"410","1","chopin","chopinAshkenazy1992Deadpan","M4","E","4","Major",31.1685039918142,2.83195541954049,-22.38,"41",3,33,"deadpan","137"
"411","1","chopin","chopinAshkenazy1992Deadpan","m4","e","4","minor",39.8825757575758,1.78047189300859,-37.89,"42",3,25,"deadpan","137"
"412","1","chopin","chopinAshkenazy1992Deadpan","M4","E","4","Major",31.1685039918142,2.83195541954049,-22.38,"42",4,18,"deadpan","137"
"413","1","chopin","chopinAshkenazy1992Deadpan","m4","e","4","minor",39.8825757575758,1.78047189300859,-37.89,"43",2,34,"deadpan","137"
"414","1","chopin","chopinAshkenazy1992Deadpan","M4","E","4","Major",31.1685039918142,2.83195541954049,-22.38,"43",6,24,"deadpan","137"
"415","1","chopin","chopinAshkenazy1992Deadpan","m4","e","4","minor",39.8825757575758,1.78047189300859,-37.89,"6",2,87,"deadpan","137"
"416","1","chopin","chopinAshkenazy1992Deadpan","M4","E","4","Major",31.1685039918142,2.83195541954049,-22.38,"6",2,18,"deadpan","137"
"417","1","chopin","chopinAshkenazy1992Deadpan","m4","e","4","minor",39.8825757575758,1.78047189300859,-37.89,"7",2,55,"deadpan","137"
"418","1","chopin","chopinAshkenazy1992Deadpan","M4","E","4","Major",31.1685039918142,2.83195541954049,-22.38,"7",2,87,"deadpan","137"
"419","1","chopin","chopinAshkenazy1992Deadpan","m4","e","4","minor",39.8825757575758,1.78047189300859,-37.89,"8",2,25,"deadpan","137"
"420","1","chopin","chopinAshkenazy1992Deadpan","M4","E","4","Major",31.1685039918142,2.83195541954049,-22.38,"8",3,67,"deadpan","137"
"421","1","chopin","chopinAshkenazy1992Deadpan","m5","f","5","minor",42.4411604020979,7.07238797099727,-20,"12",4,57,"deadpan","137"
"422","1","chopin","chopinAshkenazy1992Deadpan","M5","F","5","Major",41.8461880804954,7.14065550190075,-31.71,"12",6,73,"deadpan","137"
"423","1","chopin","chopinAshkenazy1992Deadpan","m5","f","5","minor",42.4411604020979,7.07238797099727,-20,"13",3,82,"deadpan","137"
"424","1","chopin","chopinAshkenazy1992Deadpan","M5","F","5","Major",41.8461880804954,7.14065550190075,-31.71,"13",6,56,"deadpan","137"
"425","1","chopin","chopinAshkenazy1992Deadpan","m5","f","5","minor",42.4411604020979,7.07238797099727,-20,"14",1,87,"deadpan","137"
"426","1","chopin","chopinAshkenazy1992Deadpan","M5","F","5","Major",41.8461880804954,7.14065550190075,-31.71,"14",6,99,"deadpan","137"
"427","1","chopin","chopinAshkenazy1992Deadpan","m5","f","5","minor",42.4411604020979,7.07238797099727,-20,"15",3,80,"deadpan","137"
"428","1","chopin","chopinAshkenazy1992Deadpan","M5","F","5","Major",41.8461880804954,7.14065550190075,-31.71,"15",5,40,"deadpan","137"
"429","1","chopin","chopinAshkenazy1992Deadpan","m5","f","5","minor",42.4411604020979,7.07238797099727,-20,"16",3,90,"deadpan","137"
"430","1","chopin","chopinAshkenazy1992Deadpan","M5","F","5","Major",41.8461880804954,7.14065550190075,-31.71,"16",6,42,"deadpan","137"
"431","1","chopin","chopinAshkenazy1992Deadpan","m5","f","5","minor",42.4411604020979,7.07238797099727,-20,"17",5,100,"deadpan","137"
"432","1","chopin","chopinAshkenazy1992Deadpan","M5","F","5","Major",41.8461880804954,7.14065550190075,-31.71,"17",6,71,"deadpan","137"
"433","1","chopin","chopinAshkenazy1992Deadpan","m5","f","5","minor",42.4411604020979,7.07238797099727,-20,"18",6,73,"deadpan","137"
"434","1","chopin","chopinAshkenazy1992Deadpan","M5","F","5","Major",41.8461880804954,7.14065550190075,-31.71,"18",6,57,"deadpan","137"
"435","1","chopin","chopinAshkenazy1992Deadpan","m5","f","5","minor",42.4411604020979,7.07238797099727,-20,"19",4,71,"deadpan","137"
"436","1","chopin","chopinAshkenazy1992Deadpan","M5","F","5","Major",41.8461880804954,7.14065550190075,-31.71,"19",6,80,"deadpan","137"
"437","1","chopin","chopinAshkenazy1992Deadpan","m5","f","5","minor",42.4411604020979,7.07238797099727,-20,"24",4,65,"deadpan","137"
"438","1","chopin","chopinAshkenazy1992Deadpan","M5","F","5","Major",41.8461880804954,7.14065550190075,-31.71,"24",5,32,"deadpan","137"
"439","1","chopin","chopinAshkenazy1992Deadpan","m5","f","5","minor",42.4411604020979,7.07238797099727,-20,"25",3,70,"deadpan","137"
"440","1","chopin","chopinAshkenazy1992Deadpan","M5","F","5","Major",41.8461880804954,7.14065550190075,-31.71,"25",6,35,"deadpan","137"
"441","1","chopin","chopinAshkenazy1992Deadpan","m5","f","5","minor",42.4411604020979,7.07238797099727,-20,"26",3,75,"deadpan","137"
"442","1","chopin","chopinAshkenazy1992Deadpan","M5","F","5","Major",41.8461880804954,7.14065550190075,-31.71,"26",5,64,"deadpan","137"
"443","1","chopin","chopinAshkenazy1992Deadpan","m5","f","5","minor",42.4411604020979,7.07238797099727,-20,"27",3,71,"deadpan","137"
"444","1","chopin","chopinAshkenazy1992Deadpan","M5","F","5","Major",41.8461880804954,7.14065550190075,-31.71,"27",5,28,"deadpan","137"
"445","1","chopin","chopinAshkenazy1992Deadpan","m5","f","5","minor",42.4411604020979,7.07238797099727,-20,"28",5,83,"deadpan","137"
"446","1","chopin","chopinAshkenazy1992Deadpan","M5","F","5","Major",41.8461880804954,7.14065550190075,-31.71,"28",7,56,"deadpan","137"
"447","1","chopin","chopinAshkenazy1992Deadpan","m5","f","5","minor",42.4411604020979,7.07238797099727,-20,"29",3,85,"deadpan","137"
"448","1","chopin","chopinAshkenazy1992Deadpan","M5","F","5","Major",41.8461880804954,7.14065550190075,-31.71,"29",5,59,"deadpan","137"
"449","1","chopin","chopinAshkenazy1992Deadpan","m5","f","5","minor",42.4411604020979,7.07238797099727,-20,"30",6,94,"deadpan","137"
"450","1","chopin","chopinAshkenazy1992Deadpan","M5","F","5","Major",41.8461880804954,7.14065550190075,-31.71,"30",6,31,"deadpan","137"
"451","1","chopin","chopinAshkenazy1992Deadpan","m5","f","5","minor",42.4411604020979,7.07238797099727,-20,"31",3,84,"deadpan","137"
"452","1","chopin","chopinAshkenazy1992Deadpan","M5","F","5","Major",41.8461880804954,7.14065550190075,-31.71,"31",6,70,"deadpan","137"
"453","1","chopin","chopinAshkenazy1992Deadpan","m5","f","5","minor",42.4411604020979,7.07238797099727,-20,"32",2,85,"deadpan","137"
"454","1","chopin","chopinAshkenazy1992Deadpan","M5","F","5","Major",41.8461880804954,7.14065550190075,-31.71,"32",7,36,"deadpan","137"
"455","1","chopin","chopinAshkenazy1992Deadpan","m5","f","5","minor",42.4411604020979,7.07238797099727,-20,"33",4,40,"deadpan","137"
"456","1","chopin","chopinAshkenazy1992Deadpan","M5","F","5","Major",41.8461880804954,7.14065550190075,-31.71,"33",5,18,"deadpan","137"
"457","1","chopin","chopinAshkenazy1992Deadpan","m5","f","5","minor",42.4411604020979,7.07238797099727,-20,"34",3,78,"deadpan","137"
"458","1","chopin","chopinAshkenazy1992Deadpan","M5","F","5","Major",41.8461880804954,7.14065550190075,-31.71,"34",6,82,"deadpan","137"
"459","1","chopin","chopinAshkenazy1992Deadpan","m5","f","5","minor",42.4411604020979,7.07238797099727,-20,"37",4,78,"deadpan","137"
"460","1","chopin","chopinAshkenazy1992Deadpan","M5","F","5","Major",41.8461880804954,7.14065550190075,-31.71,"37",6,58,"deadpan","137"
"461","1","chopin","chopinAshkenazy1992Deadpan","m5","f","5","minor",42.4411604020979,7.07238797099727,-20,"38",3,65,"deadpan","137"
"462","1","chopin","chopinAshkenazy1992Deadpan","M5","F","5","Major",41.8461880804954,7.14065550190075,-31.71,"38",7,43,"deadpan","137"
"463","1","chopin","chopinAshkenazy1992Deadpan","m5","f","5","minor",42.4411604020979,7.07238797099727,-20,"39",3,94,"deadpan","137"
"464","1","chopin","chopinAshkenazy1992Deadpan","M5","F","5","Major",41.8461880804954,7.14065550190075,-31.71,"39",7,95,"deadpan","137"
"465","1","chopin","chopinAshkenazy1992Deadpan","m5","f","5","minor",42.4411604020979,7.07238797099727,-20,"4",3,73,"deadpan","137"
"466","1","chopin","chopinAshkenazy1992Deadpan","M5","F","5","Major",41.8461880804954,7.14065550190075,-31.71,"4",6,30,"deadpan","137"
"467","1","chopin","chopinAshkenazy1992Deadpan","m5","f","5","minor",42.4411604020979,7.07238797099727,-20,"40",3,70,"deadpan","137"
"468","1","chopin","chopinAshkenazy1992Deadpan","M5","F","5","Major",41.8461880804954,7.14065550190075,-31.71,"40",6,70,"deadpan","137"
"469","1","chopin","chopinAshkenazy1992Deadpan","m5","f","5","minor",42.4411604020979,7.07238797099727,-20,"41",5,60,"deadpan","137"
"470","1","chopin","chopinAshkenazy1992Deadpan","M5","F","5","Major",41.8461880804954,7.14065550190075,-31.71,"41",6,77,"deadpan","137"
"471","1","chopin","chopinAshkenazy1992Deadpan","m5","f","5","minor",42.4411604020979,7.07238797099727,-20,"42",5,74,"deadpan","137"
"472","1","chopin","chopinAshkenazy1992Deadpan","M5","F","5","Major",41.8461880804954,7.14065550190075,-31.71,"42",6,70,"deadpan","137"
"473","1","chopin","chopinAshkenazy1992Deadpan","m5","f","5","minor",42.4411604020979,7.07238797099727,-20,"43",3,76,"deadpan","137"
"474","1","chopin","chopinAshkenazy1992Deadpan","M5","F","5","Major",41.8461880804954,7.14065550190075,-31.71,"43",7,73,"deadpan","137"
"475","1","chopin","chopinAshkenazy1992Deadpan","m5","f","5","minor",42.4411604020979,7.07238797099727,-20,"6",3,100,"deadpan","137"
"476","1","chopin","chopinAshkenazy1992Deadpan","M5","F","5","Major",41.8461880804954,7.14065550190075,-31.71,"6",6,63,"deadpan","137"
"477","1","chopin","chopinAshkenazy1992Deadpan","m5","f","5","minor",42.4411604020979,7.07238797099727,-20,"7",6,65,"deadpan","137"
"478","1","chopin","chopinAshkenazy1992Deadpan","M5","F","5","Major",41.8461880804954,7.14065550190075,-31.71,"7",6,76,"deadpan","137"
"479","1","chopin","chopinAshkenazy1992Deadpan","m5","f","5","minor",42.4411604020979,7.07238797099727,-20,"8",4,78,"deadpan","137"
"480","1","chopin","chopinAshkenazy1992Deadpan","M5","F","5","Major",41.8461880804954,7.14065550190075,-31.71,"8",7,63,"deadpan","137"
"481","1","chopin","chopinAshkenazy1992Deadpan","m6","f#","6","minor",44.669921875,9.83669548511047,-21.74,"12",5,57,"deadpan","137"
"482","1","chopin","chopinAshkenazy1992Deadpan","M6","F#","6","Major",42.3708229657762,1.63721560435838,-35.04,"12",3,21,"deadpan","137"
"483","1","chopin","chopinAshkenazy1992Deadpan","m6","f#","6","minor",44.669921875,9.83669548511047,-21.74,"13",3,95,"deadpan","137"
"484","1","chopin","chopinAshkenazy1992Deadpan","M6","F#","6","Major",42.3708229657762,1.63721560435838,-35.04,"13",5,6,"deadpan","137"
"485","1","chopin","chopinAshkenazy1992Deadpan","m6","f#","6","minor",44.669921875,9.83669548511047,-21.74,"14",5,100,"deadpan","137"
"486","1","chopin","chopinAshkenazy1992Deadpan","M6","F#","6","Major",42.3708229657762,1.63721560435838,-35.04,"14",3,16,"deadpan","137"
"487","1","chopin","chopinAshkenazy1992Deadpan","m6","f#","6","minor",44.669921875,9.83669548511047,-21.74,"15",3,65,"deadpan","137"
"488","1","chopin","chopinAshkenazy1992Deadpan","M6","F#","6","Major",42.3708229657762,1.63721560435838,-35.04,"15",4,27,"deadpan","137"
"489","1","chopin","chopinAshkenazy1992Deadpan","m6","f#","6","minor",44.669921875,9.83669548511047,-21.74,"16",3,85,"deadpan","137"
"490","1","chopin","chopinAshkenazy1992Deadpan","M6","F#","6","Major",42.3708229657762,1.63721560435838,-35.04,"16",5,32,"deadpan","137"
"491","1","chopin","chopinAshkenazy1992Deadpan","m6","f#","6","minor",44.669921875,9.83669548511047,-21.74,"17",5,89,"deadpan","137"
"492","1","chopin","chopinAshkenazy1992Deadpan","M6","F#","6","Major",42.3708229657762,1.63721560435838,-35.04,"17",2,87,"deadpan","137"
"493","1","chopin","chopinAshkenazy1992Deadpan","m6","f#","6","minor",44.669921875,9.83669548511047,-21.74,"18",6,84,"deadpan","137"
"494","1","chopin","chopinAshkenazy1992Deadpan","M6","F#","6","Major",42.3708229657762,1.63721560435838,-35.04,"18",6,22,"deadpan","137"
"495","1","chopin","chopinAshkenazy1992Deadpan","m6","f#","6","minor",44.669921875,9.83669548511047,-21.74,"19",5,72,"deadpan","137"
"496","1","chopin","chopinAshkenazy1992Deadpan","M6","F#","6","Major",42.3708229657762,1.63721560435838,-35.04,"19",5,10,"deadpan","137"
"497","1","chopin","chopinAshkenazy1992Deadpan","m6","f#","6","minor",44.669921875,9.83669548511047,-21.74,"24",5,60,"deadpan","137"
"498","1","chopin","chopinAshkenazy1992Deadpan","M6","F#","6","Major",42.3708229657762,1.63721560435838,-35.04,"24",5,55,"deadpan","137"
"499","1","chopin","chopinAshkenazy1992Deadpan","m6","f#","6","minor",44.669921875,9.83669548511047,-21.74,"25",4,39,"deadpan","137"
"500","1","chopin","chopinAshkenazy1992Deadpan","M6","F#","6","Major",42.3708229657762,1.63721560435838,-35.04,"25",5,61,"deadpan","137"
"501","1","chopin","chopinAshkenazy1992Deadpan","m6","f#","6","minor",44.669921875,9.83669548511047,-21.74,"26",3,100,"deadpan","137"
"502","1","chopin","chopinAshkenazy1992Deadpan","M6","F#","6","Major",42.3708229657762,1.63721560435838,-35.04,"26",3,51,"deadpan","137"
"503","1","chopin","chopinAshkenazy1992Deadpan","m6","f#","6","minor",44.669921875,9.83669548511047,-21.74,"27",3,63,"deadpan","137"
"504","1","chopin","chopinAshkenazy1992Deadpan","M6","F#","6","Major",42.3708229657762,1.63721560435838,-35.04,"27",3,27,"deadpan","137"
"505","1","chopin","chopinAshkenazy1992Deadpan","m6","f#","6","minor",44.669921875,9.83669548511047,-21.74,"28",6,97,"deadpan","137"
"506","1","chopin","chopinAshkenazy1992Deadpan","M6","F#","6","Major",42.3708229657762,1.63721560435838,-35.04,"28",2,13,"deadpan","137"
"507","1","chopin","chopinAshkenazy1992Deadpan","m6","f#","6","minor",44.669921875,9.83669548511047,-21.74,"29",5,91,"deadpan","137"
"508","1","chopin","chopinAshkenazy1992Deadpan","M6","F#","6","Major",42.3708229657762,1.63721560435838,-35.04,"29",3,45,"deadpan","137"
"509","1","chopin","chopinAshkenazy1992Deadpan","m6","f#","6","minor",44.669921875,9.83669548511047,-21.74,"30",5,83,"deadpan","137"
"510","1","chopin","chopinAshkenazy1992Deadpan","M6","F#","6","Major",42.3708229657762,1.63721560435838,-35.04,"30",4,31,"deadpan","137"
"511","1","chopin","chopinAshkenazy1992Deadpan","m6","f#","6","minor",44.669921875,9.83669548511047,-21.74,"31",3,98,"deadpan","137"
"512","1","chopin","chopinAshkenazy1992Deadpan","M6","F#","6","Major",42.3708229657762,1.63721560435838,-35.04,"31",2,32,"deadpan","137"
"513","1","chopin","chopinAshkenazy1992Deadpan","m6","f#","6","minor",44.669921875,9.83669548511047,-21.74,"32",2,85,"deadpan","137"
"514","1","chopin","chopinAshkenazy1992Deadpan","M6","F#","6","Major",42.3708229657762,1.63721560435838,-35.04,"32",3,35,"deadpan","137"
"515","1","chopin","chopinAshkenazy1992Deadpan","m6","f#","6","minor",44.669921875,9.83669548511047,-21.74,"33",3,38,"deadpan","137"
"516","1","chopin","chopinAshkenazy1992Deadpan","M6","F#","6","Major",42.3708229657762,1.63721560435838,-35.04,"33",5,14,"deadpan","137"
"517","1","chopin","chopinAshkenazy1992Deadpan","m6","f#","6","minor",44.669921875,9.83669548511047,-21.74,"34",2,93,"deadpan","137"
"518","1","chopin","chopinAshkenazy1992Deadpan","M6","F#","6","Major",42.3708229657762,1.63721560435838,-35.04,"34",4,22,"deadpan","137"
"519","1","chopin","chopinAshkenazy1992Deadpan","m6","f#","6","minor",44.669921875,9.83669548511047,-21.74,"37",4,100,"deadpan","137"
"520","1","chopin","chopinAshkenazy1992Deadpan","M6","F#","6","Major",42.3708229657762,1.63721560435838,-35.04,"37",3,6,"deadpan","137"
"521","1","chopin","chopinAshkenazy1992Deadpan","m6","f#","6","minor",44.669921875,9.83669548511047,-21.74,"38",3,100,"deadpan","137"
"522","1","chopin","chopinAshkenazy1992Deadpan","M6","F#","6","Major",42.3708229657762,1.63721560435838,-35.04,"38",5,16,"deadpan","137"
"523","1","chopin","chopinAshkenazy1992Deadpan","m6","f#","6","minor",44.669921875,9.83669548511047,-21.74,"39",7,88,"deadpan","137"
"524","1","chopin","chopinAshkenazy1992Deadpan","M6","F#","6","Major",42.3708229657762,1.63721560435838,-35.04,"39",3,30,"deadpan","137"
"525","1","chopin","chopinAshkenazy1992Deadpan","m6","f#","6","minor",44.669921875,9.83669548511047,-21.74,"4",5,74,"deadpan","137"
"526","1","chopin","chopinAshkenazy1992Deadpan","M6","F#","6","Major",42.3708229657762,1.63721560435838,-35.04,"4",3,11,"deadpan","137"
"527","1","chopin","chopinAshkenazy1992Deadpan","m6","f#","6","minor",44.669921875,9.83669548511047,-21.74,"40",5,92,"deadpan","137"
"528","1","chopin","chopinAshkenazy1992Deadpan","M6","F#","6","Major",42.3708229657762,1.63721560435838,-35.04,"40",4,45,"deadpan","137"
"529","1","chopin","chopinAshkenazy1992Deadpan","m6","f#","6","minor",44.669921875,9.83669548511047,-21.74,"41",5,82,"deadpan","137"
"530","1","chopin","chopinAshkenazy1992Deadpan","M6","F#","6","Major",42.3708229657762,1.63721560435838,-35.04,"41",3,36,"deadpan","137"
"531","1","chopin","chopinAshkenazy1992Deadpan","m6","f#","6","minor",44.669921875,9.83669548511047,-21.74,"42",3,90,"deadpan","137"
"532","1","chopin","chopinAshkenazy1992Deadpan","M6","F#","6","Major",42.3708229657762,1.63721560435838,-35.04,"42",5,31,"deadpan","137"
"533","1","chopin","chopinAshkenazy1992Deadpan","m6","f#","6","minor",44.669921875,9.83669548511047,-21.74,"43",2,78,"deadpan","137"
"534","1","chopin","chopinAshkenazy1992Deadpan","M6","F#","6","Major",42.3708229657762,1.63721560435838,-35.04,"43",5,30,"deadpan","137"
"535","1","chopin","chopinAshkenazy1992Deadpan","m6","f#","6","minor",44.669921875,9.83669548511047,-21.74,"6",2,100,"deadpan","137"
"536","1","chopin","chopinAshkenazy1992Deadpan","M6","F#","6","Major",42.3708229657762,1.63721560435838,-35.04,"6",3,30,"deadpan","137"
"537","1","chopin","chopinAshkenazy1992Deadpan","m6","f#","6","minor",44.669921875,9.83669548511047,-21.74,"7",6,85,"deadpan","137"
"538","1","chopin","chopinAshkenazy1992Deadpan","M6","F#","6","Major",42.3708229657762,1.63721560435838,-35.04,"7",3,52,"deadpan","137"
"539","1","chopin","chopinAshkenazy1992Deadpan","m6","f#","6","minor",44.669921875,9.83669548511047,-21.74,"8",4,85,"deadpan","137"
"540","1","chopin","chopinAshkenazy1992Deadpan","M6","F#","6","Major",42.3708229657762,1.63721560435838,-35.04,"8",5,34,"deadpan","137"
"541","1","chopin","chopinAshkenazy1992Deadpan","m7","g","7","minor",35.606334841629,6.10583446404342,-16.12,"12",2,55,"deadpan","137"
"542","1","chopin","chopinAshkenazy1992Deadpan","M7","G","7","Major",43.8136904761905,10.5150743448616,-30.14,"12",5,62,"deadpan","137"
"543","1","chopin","chopinAshkenazy1992Deadpan","m7","g","7","minor",35.606334841629,6.10583446404342,-16.12,"13",3,91,"deadpan","137"
"544","1","chopin","chopinAshkenazy1992Deadpan","M7","G","7","Major",43.8136904761905,10.5150743448616,-30.14,"13",6,92,"deadpan","137"
"545","1","chopin","chopinAshkenazy1992Deadpan","m7","g","7","minor",35.606334841629,6.10583446404342,-16.12,"14",1,100,"deadpan","137"
"546","1","chopin","chopinAshkenazy1992Deadpan","M7","G","7","Major",43.8136904761905,10.5150743448616,-30.14,"14",5,97,"deadpan","137"
"547","1","chopin","chopinAshkenazy1992Deadpan","m7","g","7","minor",35.606334841629,6.10583446404342,-16.12,"15",3,84,"deadpan","137"
"548","1","chopin","chopinAshkenazy1992Deadpan","M7","G","7","Major",43.8136904761905,10.5150743448616,-30.14,"15",6,83,"deadpan","137"
"549","1","chopin","chopinAshkenazy1992Deadpan","m7","g","7","minor",35.606334841629,6.10583446404342,-16.12,"16",3,90,"deadpan","137"
"550","1","chopin","chopinAshkenazy1992Deadpan","M7","G","7","Major",43.8136904761905,10.5150743448616,-30.14,"16",5,90,"deadpan","137"
"551","1","chopin","chopinAshkenazy1992Deadpan","m7","g","7","minor",35.606334841629,6.10583446404342,-16.12,"17",2,90,"deadpan","137"
"552","1","chopin","chopinAshkenazy1992Deadpan","M7","G","7","Major",43.8136904761905,10.5150743448616,-30.14,"17",2,90,"deadpan","137"
"553","1","chopin","chopinAshkenazy1992Deadpan","m7","g","7","minor",35.606334841629,6.10583446404342,-16.12,"18",3,79,"deadpan","137"
"554","1","chopin","chopinAshkenazy1992Deadpan","M7","G","7","Major",43.8136904761905,10.5150743448616,-30.14,"18",5,63,"deadpan","137"
"555","1","chopin","chopinAshkenazy1992Deadpan","m7","g","7","minor",35.606334841629,6.10583446404342,-16.12,"19",1,90,"deadpan","137"
"556","1","chopin","chopinAshkenazy1992Deadpan","M7","G","7","Major",43.8136904761905,10.5150743448616,-30.14,"19",6,76,"deadpan","137"
"557","1","chopin","chopinAshkenazy1992Deadpan","m7","g","7","minor",35.606334841629,6.10583446404342,-16.12,"24",4,68,"deadpan","137"
"558","1","chopin","chopinAshkenazy1992Deadpan","M7","G","7","Major",43.8136904761905,10.5150743448616,-30.14,"24",6,72,"deadpan","137"
"559","1","chopin","chopinAshkenazy1992Deadpan","m7","g","7","minor",35.606334841629,6.10583446404342,-16.12,"25",5,79,"deadpan","137"
"560","1","chopin","chopinAshkenazy1992Deadpan","M7","G","7","Major",43.8136904761905,10.5150743448616,-30.14,"25",6,72,"deadpan","137"
"561","1","chopin","chopinAshkenazy1992Deadpan","m7","g","7","minor",35.606334841629,6.10583446404342,-16.12,"26",2,92,"deadpan","137"
"562","1","chopin","chopinAshkenazy1992Deadpan","M7","G","7","Major",43.8136904761905,10.5150743448616,-30.14,"26",6,100,"deadpan","137"
"563","1","chopin","chopinAshkenazy1992Deadpan","m7","g","7","minor",35.606334841629,6.10583446404342,-16.12,"27",5,24,"deadpan","137"
"564","1","chopin","chopinAshkenazy1992Deadpan","M7","G","7","Major",43.8136904761905,10.5150743448616,-30.14,"27",6,72,"deadpan","137"
"565","1","chopin","chopinAshkenazy1992Deadpan","m7","g","7","minor",35.606334841629,6.10583446404342,-16.12,"28",2,100,"deadpan","137"
"566","1","chopin","chopinAshkenazy1992Deadpan","M7","G","7","Major",43.8136904761905,10.5150743448616,-30.14,"28",7,86,"deadpan","137"
"567","1","chopin","chopinAshkenazy1992Deadpan","m7","g","7","minor",35.606334841629,6.10583446404342,-16.12,"29",4,65,"deadpan","137"
"568","1","chopin","chopinAshkenazy1992Deadpan","M7","G","7","Major",43.8136904761905,10.5150743448616,-30.14,"29",5,78,"deadpan","137"
"569","1","chopin","chopinAshkenazy1992Deadpan","m7","g","7","minor",35.606334841629,6.10583446404342,-16.12,"30",5,81,"deadpan","137"
"570","1","chopin","chopinAshkenazy1992Deadpan","M7","G","7","Major",43.8136904761905,10.5150743448616,-30.14,"30",5,61,"deadpan","137"
"571","1","chopin","chopinAshkenazy1992Deadpan","m7","g","7","minor",35.606334841629,6.10583446404342,-16.12,"31",2,79,"deadpan","137"
"572","1","chopin","chopinAshkenazy1992Deadpan","M7","G","7","Major",43.8136904761905,10.5150743448616,-30.14,"31",5,79,"deadpan","137"
"573","1","chopin","chopinAshkenazy1992Deadpan","m7","g","7","minor",35.606334841629,6.10583446404342,-16.12,"32",3,63,"deadpan","137"
"574","1","chopin","chopinAshkenazy1992Deadpan","M7","G","7","Major",43.8136904761905,10.5150743448616,-30.14,"32",4,76,"deadpan","137"
"575","1","chopin","chopinAshkenazy1992Deadpan","m7","g","7","minor",35.606334841629,6.10583446404342,-16.12,"33",3,51,"deadpan","137"
"576","1","chopin","chopinAshkenazy1992Deadpan","M7","G","7","Major",43.8136904761905,10.5150743448616,-30.14,"33",5,53,"deadpan","137"
"577","1","chopin","chopinAshkenazy1992Deadpan","m7","g","7","minor",35.606334841629,6.10583446404342,-16.12,"34",2,96,"deadpan","137"
"578","1","chopin","chopinAshkenazy1992Deadpan","M7","G","7","Major",43.8136904761905,10.5150743448616,-30.14,"34",6,80,"deadpan","137"
"579","1","chopin","chopinAshkenazy1992Deadpan","m7","g","7","minor",35.606334841629,6.10583446404342,-16.12,"37",2,100,"deadpan","137"
"580","1","chopin","chopinAshkenazy1992Deadpan","M7","G","7","Major",43.8136904761905,10.5150743448616,-30.14,"37",4,81,"deadpan","137"
"581","1","chopin","chopinAshkenazy1992Deadpan","m7","g","7","minor",35.606334841629,6.10583446404342,-16.12,"38",1,99,"deadpan","137"
"582","1","chopin","chopinAshkenazy1992Deadpan","M7","G","7","Major",43.8136904761905,10.5150743448616,-30.14,"38",7,89,"deadpan","137"
"583","1","chopin","chopinAshkenazy1992Deadpan","m7","g","7","minor",35.606334841629,6.10583446404342,-16.12,"39",2,85,"deadpan","137"
"584","1","chopin","chopinAshkenazy1992Deadpan","M7","G","7","Major",43.8136904761905,10.5150743448616,-30.14,"39",6,72,"deadpan","137"
"585","1","chopin","chopinAshkenazy1992Deadpan","m7","g","7","minor",35.606334841629,6.10583446404342,-16.12,"4",3,78,"deadpan","137"
"586","1","chopin","chopinAshkenazy1992Deadpan","M7","G","7","Major",43.8136904761905,10.5150743448616,-30.14,"4",5,65,"deadpan","137"
"587","1","chopin","chopinAshkenazy1992Deadpan","m7","g","7","minor",35.606334841629,6.10583446404342,-16.12,"40",3,80,"deadpan","137"
"588","1","chopin","chopinAshkenazy1992Deadpan","M7","G","7","Major",43.8136904761905,10.5150743448616,-30.14,"40",6,85,"deadpan","137"
"589","1","chopin","chopinAshkenazy1992Deadpan","m7","g","7","minor",35.606334841629,6.10583446404342,-16.12,"41",2,81,"deadpan","137"
"590","1","chopin","chopinAshkenazy1992Deadpan","M7","G","7","Major",43.8136904761905,10.5150743448616,-30.14,"41",6,80,"deadpan","137"
"591","1","chopin","chopinAshkenazy1992Deadpan","m7","g","7","minor",35.606334841629,6.10583446404342,-16.12,"42",2,84,"deadpan","137"
"592","1","chopin","chopinAshkenazy1992Deadpan","M7","G","7","Major",43.8136904761905,10.5150743448616,-30.14,"42",6,90,"deadpan","137"
"593","1","chopin","chopinAshkenazy1992Deadpan","m7","g","7","minor",35.606334841629,6.10583446404342,-16.12,"43",1,68,"deadpan","137"
"594","1","chopin","chopinAshkenazy1992Deadpan","M7","G","7","Major",43.8136904761905,10.5150743448616,-30.14,"43",6,85,"deadpan","137"
"595","1","chopin","chopinAshkenazy1992Deadpan","m7","g","7","minor",35.606334841629,6.10583446404342,-16.12,"6",1,100,"deadpan","137"
"596","1","chopin","chopinAshkenazy1992Deadpan","M7","G","7","Major",43.8136904761905,10.5150743448616,-30.14,"6",6,96,"deadpan","137"
"597","1","chopin","chopinAshkenazy1992Deadpan","m7","g","7","minor",35.606334841629,6.10583446404342,-16.12,"7",2,92,"deadpan","137"
"598","1","chopin","chopinAshkenazy1992Deadpan","M7","G","7","Major",43.8136904761905,10.5150743448616,-30.14,"7",6,80,"deadpan","137"
"599","1","chopin","chopinAshkenazy1992Deadpan","m7","g","7","minor",35.606334841629,6.10583446404342,-16.12,"8",2,87,"deadpan","137"
"600","1","chopin","chopinAshkenazy1992Deadpan","M7","G","7","Major",43.8136904761905,10.5150743448616,-30.14,"8",5,65,"deadpan","137"
"601","1","chopin","chopinAshkenazy1992Deadpan","m8","g#","8","minor",38.1984504399586,8.0040020010005,-19.94,"12",5,84,"deadpan","137"
